UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,datetime
1477445118,10/25/2016 12:00:00 AM,15:25:18,124.49,57,30.43,93,19.55,3.37,06:21:00,17:52:00,2016-10-26 01:25:18
1477445417,10/25/2016 12:00:00 AM,15:30:17,198.13,57,30.43,93,3.9,4.5,06:21:00,17:52:00,2016-10-26 01:30:17
1477445717,10/25/2016 12:00:00 AM,15:35:17,160.6,57,30.43,93,350.21,3.37,06:21:00,17:52:00,2016-10-26 01:35:17
1477446017,10/25/2016 12:00:00 AM,15:40:17,161.84,57,30.43,93,0.28,5.62,06:21:00,17:52:00,2016-10-26 01:40:17
1477446318,10/25/2016 12:00:00 AM,15:45:18,265.26,58,30.42,90,359.91,3.37,06:21:00,17:52:00,2016-10-26 01:45:18
1477446618,10/25/2016 12:00:00 AM,15:50:18,481.35,58,30.42,91,356.28,4.5,06:21:00,17:52:00,2016-10-26 01:50:18
1477446920,10/25/2016 12:00:00 AM,15:55:20,452.4,59,30.42,88,329.27,4.5,06:21:00,17:52:00,2016-10-26 01:55:20
1477447217,10/25/2016 12:00:00 AM,16:00:17,435.67,59,30.42,86,324.61,3.37,06:21:00,17:52:00,2016-10-26 02:00:17
1477447518,10/25/2016 12:00:00 AM,16:05:18,458.4,59,30.42,85,348.16,5.62,06:21:00,17:52:00,2016-10-26 02:05:18
1477447817,10/25/2016 12:00:00 AM,16:10:17,374.12,60,30.42,82,313.2,3.37,06:21:00,17:52:00,2016-10-26 02:10:17
1477448118,10/25/2016 12:00:00 AM,16:15:18,353.48,60,30.42,82,359.9,3.37,06:21:00,17:52:00,2016-10-26 02:15:18
1477448418,10/25/2016 12:00:00 AM,16:20:18,320.83,60,30.42,83,343.66,4.5,06:21:00,17:52:00,2016-10-26 02:20:18
1477448718,10/25/2016 12:00:00 AM,16:25:18,316.7,60,30.42,83,359.93,4.5,06:21:00,17:52:00,2016-10-26 02:25:18
1477449018,10/25/2016 12:00:00 AM,16:30:18,263.15,59,30.42,85,344.68,1.12,06:21:00,17:52:00,2016-10-26 02:30:18
1477449318,10/25/2016 12:00:00 AM,16:35:18,288.24,59,30.42,88,5.32,1.12,06:21:00,17:52:00,2016-10-26 02:35:18
1477449620,10/25/2016 12:00:00 AM,16:40:20,294.08,59,30.42,89,21.9,3.37,06:21:00,17:52:00,2016-10-26 02:40:20
1477449918,10/25/2016 12:00:00 AM,16:45:18,288.93,58,30.43,90,13.4,5.62,06:21:00,17:52:00,2016-10-26 02:45:18
1477450219,10/25/2016 12:00:00 AM,16:50:19,109.08,57,30.43,92,14.16,4.5,06:21:00,17:52:00,2016-10-26 02:50:19
1477450520,10/25/2016 12:00:00 AM,16:55:20,121.05,57,30.43,93,18.39,3.37,06:21:00,17:52:00,2016-10-26 02:55:20
1477450818,10/25/2016 12:00:00 AM,17:00:18,114.15,56,30.43,94,9.09,1.12,06:21:00,17:52:00,2016-10-26 03:00:18
1477451120,10/25/2016 12:00:00 AM,17:05:20,82.49,56,30.43,94,0.11,4.5,06:21:00,17:52:00,2016-10-26 03:05:20
1477451420,10/25/2016 12:00:00 AM,17:10:20,67.42,56,30.43,95,0.1,4.5,06:21:00,17:52:00,2016-10-26 03:10:20
1477451720,10/25/2016 12:00:00 AM,17:15:20,52.62,55,30.43,95,0.1,2.25,06:21:00,17:52:00,2016-10-26 03:15:20
1477452017,10/25/2016 12:00:00 AM,17:20:17,32.64,55,30.43,96,0.11,1.12,06:21:00,17:52:00,2016-10-26 03:20:17
1477452321,10/25/2016 12:00:00 AM,17:25:21,31.37,55,30.43,96,0.1,2.25,06:21:00,17:52:00,2016-10-26 03:25:21
1477452618,10/25/2016 12:00:00 AM,17:30:18,36.37,54,30.43,96,0.1,1.12,06:21:00,17:52:00,2016-10-26 03:30:18
1477452917,10/25/2016 12:00:00 AM,17:35:17,31.04,54,30.43,96,333.24,1.12,06:21:00,17:52:00,2016-10-26 03:35:17
1477453217,10/25/2016 12:00:00 AM,17:40:17,20.64,54,30.43,96,333.24,1.12,06:21:00,17:52:00,2016-10-26 03:40:17
1477453520,10/25/2016 12:00:00 AM,17:45:20,13.8,55,30.43,95,333.33,1.12,06:21:00,17:52:00,2016-10-26 03:45:20
1477453818,10/25/2016 12:00:00 AM,17:50:18,8.14,55,30.43,95,333.71,2.25,06:21:00,17:52:00,2016-10-26 03:50:18
1477454121,10/25/2016 12:00:00 AM,17:55:21,6.72,54,30.43,95,333.71,2.25,06:21:00,17:52:00,2016-10-26 03:55:21
1477454417,10/25/2016 12:00:00 AM,18:00:17,5.34,54,30.43,96,332.55,1.12,06:21:00,17:52:00,2016-10-26 04:00:17
1477454718,10/25/2016 12:00:00 AM,18:05:18,2.32,54,30.43,96,332.55,0.0,06:21:00,17:52:00,2016-10-26 04:05:18
1477455017,10/25/2016 12:00:00 AM,18:10:17,1.24,54,30.43,95,332.55,1.12,06:21:00,17:52:00,2016-10-26 04:10:17
1477455318,10/25/2016 12:00:00 AM,18:15:18,1.26,54,30.43,94,231.02,3.37,06:21:00,17:52:00,2016-10-26 04:15:18
1477455618,10/25/2016 12:00:00 AM,18:20:18,1.22,53,30.43,95,231.6,0.0,06:21:00,17:52:00,2016-10-26 04:20:18
1477455918,10/25/2016 12:00:00 AM,18:25:18,1.24,53,30.43,97,231.61,0.0,06:21:00,17:52:00,2016-10-26 04:25:18
1477456221,10/25/2016 12:00:00 AM,18:30:21,1.22,53,30.43,96,231.61,1.12,06:21:00,17:52:00,2016-10-26 04:30:21
1477456518,10/25/2016 12:00:00 AM,18:35:18,1.19,53,30.43,95,231.61,2.25,06:21:00,17:52:00,2016-10-26 04:35:18
1477456818,10/25/2016 12:00:00 AM,18:40:18,1.24,53,30.44,94,231.6,1.12,06:21:00,17:52:00,2016-10-26 04:40:18
1477457117,10/25/2016 12:00:00 AM,18:45:17,1.26,52,30.44,95,355.96,1.12,06:21:00,17:52:00,2016-10-26 04:45:17
1477457420,10/25/2016 12:00:00 AM,18:50:20,1.26,53,30.44,97,26.56,1.12,06:21:00,17:52:00,2016-10-26 04:50:20
1477457718,10/25/2016 12:00:00 AM,18:55:18,1.24,52,30.44,97,46.56,2.25,06:21:00,17:52:00,2016-10-26 04:55:18
1477458017,10/25/2016 12:00:00 AM,19:00:17,1.22,52,30.44,98,54.63,2.25,06:21:00,17:52:00,2016-10-26 05:00:17
1477458319,10/25/2016 12:00:00 AM,19:05:19,1.22,52,30.44,98,54.63,0.0,06:21:00,17:52:00,2016-10-26 05:05:19
1477458622,10/25/2016 12:00:00 AM,19:10:22,1.21,52,30.44,98,54.63,0.0,06:21:00,17:52:00,2016-10-26 05:10:22
1477458921,10/25/2016 12:00:00 AM,19:15:21,1.21,52,30.45,98,54.68,2.25,06:21:00,17:52:00,2016-10-26 05:15:21
1477459218,10/25/2016 12:00:00 AM,19:20:18,1.23,51,30.45,97,58.16,2.25,06:21:00,17:52:00,2016-10-26 05:20:18
1477459517,10/25/2016 12:00:00 AM,19:25:17,1.22,51,30.45,97,100.48,2.25,06:21:00,17:52:00,2016-10-26 05:25:17
1477459818,10/25/2016 12:00:00 AM,19:30:18,1.24,51,30.45,97,149.68,2.25,06:21:00,17:52:00,2016-10-26 05:30:18
1477460118,10/25/2016 12:00:00 AM,19:35:18,1.22,51,30.45,98,154.5,3.37,06:21:00,17:52:00,2016-10-26 05:35:18
1477460418,10/25/2016 12:00:00 AM,19:40:18,1.2,51,30.45,98,156.68,1.12,06:21:00,17:52:00,2016-10-26 05:40:18
1477460718,10/25/2016 12:00:00 AM,19:45:18,1.23,51,30.45,99,144.31,5.62,06:21:00,17:52:00,2016-10-26 05:45:18
1477461019,10/25/2016 12:00:00 AM,19:50:19,1.23,51,30.45,99,157.69,5.62,06:21:00,17:52:00,2016-10-26 05:50:19
1477461321,10/25/2016 12:00:00 AM,19:55:21,1.21,51,30.45,99,162.01,4.5,06:21:00,17:52:00,2016-10-26 05:55:21
1477461617,10/25/2016 12:00:00 AM,20:00:17,1.24,51,30.45,98,162.03,3.37,06:21:00,17:52:00,2016-10-26 06:00:17
1477461918,10/25/2016 12:00:00 AM,20:05:18,1.22,50,30.46,96,154.53,3.37,06:21:00,17:52:00,2016-10-26 06:05:18
1477462218,10/25/2016 12:00:00 AM,20:10:18,1.24,51,30.46,95,158.94,2.25,06:21:00,17:52:00,2016-10-26 06:10:18
1477462521,10/25/2016 12:00:00 AM,20:15:21,1.25,51,30.46,94,157.01,4.5,06:21:00,17:52:00,2016-10-26 06:15:21
1477462817,10/25/2016 12:00:00 AM,20:20:17,1.25,50,30.46,91,157.12,2.25,06:21:00,17:52:00,2016-10-26 06:20:17
1477463117,10/25/2016 12:00:00 AM,20:25:17,1.19,50,30.46,90,157.07,2.25,06:21:00,17:52:00,2016-10-26 06:25:17
1477463418,10/25/2016 12:00:00 AM,20:30:18,1.23,50,30.46,87,157.07,1.12,06:21:00,17:52:00,2016-10-26 06:30:18
1477463718,10/25/2016 12:00:00 AM,20:35:18,1.2,50,30.46,86,99.27,3.37,06:21:00,17:52:00,2016-10-26 06:35:18
1477464018,10/25/2016 12:00:00 AM,20:40:18,1.22,50,30.46,85,156.59,4.5,06:21:00,17:52:00,2016-10-26 06:40:18
1477464318,10/25/2016 12:00:00 AM,20:45:18,1.18,49,30.46,82,166.28,3.37,06:21:00,17:52:00,2016-10-26 06:45:18
1477464617,10/25/2016 12:00:00 AM,20:50:17,1.21,49,30.46,80,166.28,1.12,06:21:00,17:52:00,2016-10-26 06:50:17
1477464920,10/25/2016 12:00:00 AM,20:55:20,1.22,49,30.46,78,165.76,3.37,06:21:00,17:52:00,2016-10-26 06:55:20
1477465217,10/25/2016 12:00:00 AM,21:00:17,1.23,49,30.46,78,127.86,2.25,06:21:00,17:52:00,2016-10-26 07:00:17
1477465518,10/25/2016 12:00:00 AM,21:05:18,1.23,49,30.46,72,162.99,2.25,06:21:00,17:52:00,2016-10-26 07:05:18
1477465821,10/25/2016 12:00:00 AM,21:10:21,1.23,49,30.46,72,159.95,4.5,06:21:00,17:52:00,2016-10-26 07:10:21
1477466120,10/25/2016 12:00:00 AM,21:15:20,1.19,48,30.46,73,154.3,2.25,06:21:00,17:52:00,2016-10-26 07:15:20
1477466418,10/25/2016 12:00:00 AM,21:20:18,1.22,48,30.46,75,154.14,1.12,06:21:00,17:52:00,2016-10-26 07:20:18
1477466718,10/25/2016 12:00:00 AM,21:25:18,1.22,48,30.46,74,126.38,2.25,06:21:00,17:52:00,2016-10-26 07:25:18
1477467017,10/25/2016 12:00:00 AM,21:30:17,1.22,48,30.46,73,152.41,2.25,06:21:00,17:52:00,2016-10-26 07:30:17
1477467317,10/25/2016 12:00:00 AM,21:35:17,1.24,47,30.46,71,149.33,4.5,06:21:00,17:52:00,2016-10-26 07:35:17
1477467621,10/25/2016 12:00:00 AM,21:40:21,1.21,47,30.46,74,163.45,6.75,06:21:00,17:52:00,2016-10-26 07:40:21
1477467919,10/25/2016 12:00:00 AM,21:45:19,1.25,47,30.46,72,172.4,6.75,06:21:00,17:52:00,2016-10-26 07:45:19
1477468217,10/25/2016 12:00:00 AM,21:50:17,1.2,47,30.46,72,187.3,7.87,06:21:00,17:52:00,2016-10-26 07:50:17
1477468519,10/25/2016 12:00:00 AM,21:55:19,1.2,47,30.46,72,188.28,10.12,06:21:00,17:52:00,2016-10-26 07:55:19
1477468820,10/25/2016 12:00:00 AM,22:00:20,1.19,47,30.46,71,178.77,6.75,06:21:00,17:52:00,2016-10-26 08:00:20
1477469118,10/25/2016 12:00:00 AM,22:05:18,1.2,47,30.46,70,171.21,7.87,06:21:00,17:52:00,2016-10-26 08:05:18
1477469419,10/25/2016 12:00:00 AM,22:10:19,1.2,47,30.46,69,181.32,6.75,06:21:00,17:52:00,2016-10-26 08:10:19
1477469720,10/25/2016 12:00:00 AM,22:15:20,1.23,47,30.46,67,144.73,3.37,06:21:00,17:52:00,2016-10-26 08:15:20
1477470019,10/25/2016 12:00:00 AM,22:20:19,1.22,48,30.46,65,96.85,2.25,06:21:00,17:52:00,2016-10-26 08:20:19
1477470321,10/25/2016 12:00:00 AM,22:25:21,1.23,48,30.46,44,163.52,1.12,06:21:00,17:52:00,2016-10-26 08:25:21
1477470619,10/25/2016 12:00:00 AM,22:30:19,1.18,48,30.46,40,166.83,1.12,06:21:00,17:52:00,2016-10-26 08:30:19
1477470917,10/25/2016 12:00:00 AM,22:35:17,1.2,48,30.47,37,98.13,5.62,06:21:00,17:52:00,2016-10-26 08:35:17
1477471218,10/25/2016 12:00:00 AM,22:40:18,1.23,48,30.47,35,142.92,2.25,06:21:00,17:52:00,2016-10-26 08:40:18
1477471519,10/25/2016 12:00:00 AM,22:45:19,1.24,48,30.47,35,186.63,4.5,06:21:00,17:52:00,2016-10-26 08:45:19
1477471817,10/25/2016 12:00:00 AM,22:50:17,1.25,48,30.47,37,151.82,6.75,06:21:00,17:52:00,2016-10-26 08:50:17
1477472120,10/25/2016 12:00:00 AM,22:55:20,1.22,47,30.46,37,158.78,4.5,06:21:00,17:52:00,2016-10-26 08:55:20
1477472418,10/25/2016 12:00:00 AM,23:00:18,1.21,47,30.46,39,187.73,6.75,06:21:00,17:52:00,2016-10-26 09:00:18
1477472720,10/25/2016 12:00:00 AM,23:05:20,1.2,47,30.46,40,162.83,10.12,06:21:00,17:52:00,2016-10-26 09:05:20
1477473023,10/25/2016 12:00:00 AM,23:10:23,1.21,46,30.46,41,180.01,6.75,06:21:00,17:52:00,2016-10-26 09:10:23
1477473319,10/25/2016 12:00:00 AM,23:15:19,1.24,47,30.46,40,187.24,6.75,06:21:00,17:52:00,2016-10-26 09:15:19
1477473619,10/25/2016 12:00:00 AM,23:20:19,1.23,47,30.46,45,160.47,5.62,06:21:00,17:52:00,2016-10-26 09:20:19
1477473920,10/25/2016 12:00:00 AM,23:25:20,1.2,46,30.46,44,161.11,5.62,06:21:00,17:52:00,2016-10-26 09:25:20
1477474220,10/25/2016 12:00:00 AM,23:30:20,1.21,46,30.45,41,167.18,2.25,06:21:00,17:52:00,2016-10-26 09:30:20
1477474517,10/25/2016 12:00:00 AM,23:35:17,1.24,47,30.45,45,164.95,6.75,06:21:00,17:52:00,2016-10-26 09:35:17
1477474817,10/25/2016 12:00:00 AM,23:40:17,1.22,47,30.45,44,171.06,6.75,06:21:00,17:52:00,2016-10-26 09:40:17
1477475120,10/25/2016 12:00:00 AM,23:45:20,1.23,46,30.45,46,146.69,9.0,06:21:00,17:52:00,2016-10-26 09:45:20
1477475418,10/25/2016 12:00:00 AM,23:50:18,1.25,46,30.45,52,194.37,9.0,06:21:00,17:52:00,2016-10-26 09:50:18
1477475718,10/25/2016 12:00:00 AM,23:55:18,1.25,47,30.45,56,117.84,3.37,06:21:00,17:52:00,2016-10-26 09:55:18
1477476020,10/26/2016 12:00:00 AM,00:00:20,1.25,47,30.45,56,111.19,6.75,06:21:00,17:52:00,2016-10-26 10:00:20
1477476617,10/26/2016 12:00:00 AM,00:10:17,1.2,47,30.45,53,161.92,7.87,06:21:00,17:52:00,2016-10-26 10:10:17
1477476918,10/26/2016 12:00:00 AM,00:15:18,1.22,47,30.45,41,113.89,6.75,06:21:00,17:52:00,2016-10-26 10:15:18
1477477218,10/26/2016 12:00:00 AM,00:20:18,1.13,47,30.45,46,155.14,4.5,06:21:00,17:52:00,2016-10-26 10:20:18
1477477523,10/26/2016 12:00:00 AM,00:25:23,1.17,47,30.45,46,128.22,3.37,06:21:00,17:52:00,2016-10-26 10:25:23
1477477817,10/26/2016 12:00:00 AM,00:30:17,1.18,47,30.45,43,147.32,7.87,06:21:00,17:52:00,2016-10-26 10:30:17
1477478118,10/26/2016 12:00:00 AM,00:35:18,1.22,47,30.45,46,161.14,6.75,06:21:00,17:52:00,2016-10-26 10:35:18
1477478421,10/26/2016 12:00:00 AM,00:40:21,1.22,46,30.44,50,186.8,6.75,06:21:00,17:52:00,2016-10-26 10:40:21
1477478720,10/26/2016 12:00:00 AM,00:45:20,1.21,46,30.44,52,179.51,5.62,06:21:00,17:52:00,2016-10-26 10:45:20
1477479017,10/26/2016 12:00:00 AM,00:50:17,1.22,46,30.44,53,168.45,5.62,06:21:00,17:52:00,2016-10-26 10:50:17
1477479317,10/26/2016 12:00:00 AM,00:55:17,1.21,46,30.44,54,168.74,6.75,06:21:00,17:52:00,2016-10-26 10:55:17
1477479617,10/26/2016 12:00:00 AM,01:00:17,1.22,46,30.44,55,179.99,5.62,06:21:00,17:52:00,2016-10-26 11:00:17
1477479918,10/26/2016 12:00:00 AM,01:05:18,1.21,46,30.43,56,179.45,6.75,06:21:00,17:52:00,2016-10-26 11:05:18
1477480219,10/26/2016 12:00:00 AM,01:10:19,1.2,46,30.43,56,184.44,6.75,06:21:00,17:52:00,2016-10-26 11:10:19
1477480520,10/26/2016 12:00:00 AM,01:15:20,1.24,46,30.43,56,175.44,6.75,06:21:00,17:52:00,2016-10-26 11:15:20
1477480817,10/26/2016 12:00:00 AM,01:20:17,1.2,46,30.43,56,189.6,5.62,06:21:00,17:52:00,2016-10-26 11:20:17
1477481117,10/26/2016 12:00:00 AM,01:25:17,1.23,46,30.43,54,169.57,6.75,06:21:00,17:52:00,2016-10-26 11:25:17
1477481421,10/26/2016 12:00:00 AM,01:30:21,1.2,46,30.43,55,78.55,4.5,06:21:00,17:52:00,2016-10-26 11:30:21
1477481720,10/26/2016 12:00:00 AM,01:35:20,1.21,46,30.43,46,140.93,4.5,06:21:00,17:52:00,2016-10-26 11:35:20
1477482017,10/26/2016 12:00:00 AM,01:40:17,1.22,46,30.43,55,147.21,5.62,06:21:00,17:52:00,2016-10-26 11:40:17
1477482320,10/26/2016 12:00:00 AM,01:45:20,1.2,46,30.42,50,171.4,2.25,06:21:00,17:52:00,2016-10-26 11:45:20
1477482618,10/26/2016 12:00:00 AM,01:50:18,1.21,45,30.42,55,183.1,6.75,06:21:00,17:52:00,2016-10-26 11:50:18
1477482922,10/26/2016 12:00:00 AM,01:55:22,1.19,45,30.42,53,56.99,4.5,06:21:00,17:52:00,2016-10-26 11:55:22
1477483217,10/26/2016 12:00:00 AM,02:00:17,1.2,45,30.42,48,152.94,6.75,06:21:00,17:52:00,2016-10-26 12:00:17
1477483518,10/26/2016 12:00:00 AM,02:05:18,1.21,46,30.42,51,160.3,5.62,06:21:00,17:52:00,2016-10-26 12:05:18
1477483817,10/26/2016 12:00:00 AM,02:10:17,1.2,45,30.42,50,102.8,3.37,06:21:00,17:52:00,2016-10-26 12:10:17
1477484121,10/26/2016 12:00:00 AM,02:15:21,1.2,45,30.41,51,149.31,4.5,06:21:00,17:52:00,2016-10-26 12:15:21
1477484417,10/26/2016 12:00:00 AM,02:20:17,1.22,45,30.41,49,179.29,5.62,06:21:00,17:52:00,2016-10-26 12:20:17
1477484718,10/26/2016 12:00:00 AM,02:25:18,1.22,45,30.41,48,175.75,5.62,06:21:00,17:52:00,2016-10-26 12:25:18
1477485018,10/26/2016 12:00:00 AM,02:30:18,1.21,44,30.41,47,180.96,7.87,06:21:00,17:52:00,2016-10-26 12:30:18
1477485318,10/26/2016 12:00:00 AM,02:35:18,1.22,44,30.41,47,172.69,6.75,06:21:00,17:52:00,2016-10-26 12:35:18
1477485620,10/26/2016 12:00:00 AM,02:40:20,1.21,44,30.41,44,182.44,9.0,06:21:00,17:52:00,2016-10-26 12:40:20
1477485921,10/26/2016 12:00:00 AM,02:45:21,1.21,45,30.41,45,175.34,5.62,06:21:00,17:52:00,2016-10-26 12:45:21
1477486219,10/26/2016 12:00:00 AM,02:50:19,1.18,45,30.41,40,159.52,4.5,06:21:00,17:52:00,2016-10-26 12:50:19
1477486517,10/26/2016 12:00:00 AM,02:55:17,1.23,45,30.41,40,174.56,5.62,06:21:00,17:52:00,2016-10-26 12:55:17
1477486829,10/26/2016 12:00:00 AM,03:00:29,1.2,45,30.41,41,172.73,6.75,06:21:00,17:52:00,2016-10-26 13:00:29
1477487119,10/26/2016 12:00:00 AM,03:05:19,1.21,45,30.41,40,180.55,7.87,06:21:00,17:52:00,2016-10-26 13:05:19
1477487421,10/26/2016 12:00:00 AM,03:10:21,1.2,45,30.41,40,171.52,7.87,06:21:00,17:52:00,2016-10-26 13:10:21
1477487721,10/26/2016 12:00:00 AM,03:15:21,1.21,45,30.4,39,173.53,7.87,06:21:00,17:52:00,2016-10-26 13:15:21
1477488017,10/26/2016 12:00:00 AM,03:20:17,1.22,45,30.4,39,177.34,7.87,06:21:00,17:52:00,2016-10-26 13:20:17
1477488318,10/26/2016 12:00:00 AM,03:25:18,1.24,45,30.41,41,176.9,7.87,06:21:00,17:52:00,2016-10-26 13:25:18
1477488618,10/26/2016 12:00:00 AM,03:30:18,1.21,45,30.41,38,182.93,6.75,06:21:00,17:52:00,2016-10-26 13:30:18
1477488917,10/26/2016 12:00:00 AM,03:35:17,1.19,45,30.4,39,186.05,11.25,06:21:00,17:52:00,2016-10-26 13:35:17
1477489220,10/26/2016 12:00:00 AM,03:40:20,1.17,44,30.4,37,173.66,5.62,06:21:00,17:52:00,2016-10-26 13:40:20
1477489524,10/26/2016 12:00:00 AM,03:45:24,1.2,45,30.4,35,172.61,7.87,06:21:00,17:52:00,2016-10-26 13:45:24
1477489818,10/26/2016 12:00:00 AM,03:50:18,1.22,45,30.4,38,183.36,6.75,06:21:00,17:52:00,2016-10-26 13:50:18
1477490119,10/26/2016 12:00:00 AM,03:55:19,1.25,44,30.4,36,167.37,4.5,06:21:00,17:52:00,2016-10-26 13:55:19
1477490418,10/26/2016 12:00:00 AM,04:00:18,1.19,44,30.4,35,167.0,5.62,06:21:00,17:52:00,2016-10-26 14:00:18
1477490721,10/26/2016 12:00:00 AM,04:05:21,1.24,44,30.4,34,167.4,5.62,06:21:00,17:52:00,2016-10-26 14:05:21
1477491021,10/26/2016 12:00:00 AM,04:10:21,1.23,44,30.41,36,171.47,5.62,06:21:00,17:52:00,2016-10-26 14:10:21
1477491320,10/26/2016 12:00:00 AM,04:15:20,1.21,44,30.4,34,187.41,7.87,06:21:00,17:52:00,2016-10-26 14:15:20
1477491617,10/26/2016 12:00:00 AM,04:20:17,1.18,44,30.4,36,183.35,7.87,06:21:00,17:52:00,2016-10-26 14:20:17
1477491918,10/26/2016 12:00:00 AM,04:25:18,1.21,44,30.4,35,173.83,7.87,06:21:00,17:52:00,2016-10-26 14:25:18
1477492218,10/26/2016 12:00:00 AM,04:30:18,1.22,44,30.4,35,182.46,6.75,06:21:00,17:52:00,2016-10-26 14:30:18
1477492523,10/26/2016 12:00:00 AM,04:35:23,1.23,45,30.4,35,185.15,6.75,06:21:00,17:52:00,2016-10-26 14:35:23
1477492817,10/26/2016 12:00:00 AM,04:40:17,1.22,45,30.4,34,180.4,7.87,06:21:00,17:52:00,2016-10-26 14:40:17
1477493117,10/26/2016 12:00:00 AM,04:45:17,1.22,45,30.4,34,175.89,6.75,06:21:00,17:52:00,2016-10-26 14:45:17
1477493419,10/26/2016 12:00:00 AM,04:50:19,1.23,45,30.4,31,172.12,4.5,06:21:00,17:52:00,2016-10-26 14:50:19
1477493719,10/26/2016 12:00:00 AM,04:55:19,1.2,45,30.4,31,166.49,4.5,06:21:00,17:52:00,2016-10-26 14:55:19
1477494020,10/26/2016 12:00:00 AM,05:00:20,1.21,45,30.4,31,163.67,4.5,06:21:00,17:52:00,2016-10-26 15:00:20
1477494319,10/26/2016 12:00:00 AM,05:05:19,1.23,45,30.4,31,174.93,5.62,06:21:00,17:52:00,2016-10-26 15:05:19
1477494619,10/26/2016 12:00:00 AM,05:10:19,1.18,45,30.4,33,174.44,4.5,06:21:00,17:52:00,2016-10-26 15:10:19
1477494920,10/26/2016 12:00:00 AM,05:15:20,1.21,45,30.4,32,174.09,7.87,06:21:00,17:52:00,2016-10-26 15:15:20
1477495224,10/26/2016 12:00:00 AM,05:20:24,1.19,45,30.4,32,178.17,6.75,06:21:00,17:52:00,2016-10-26 15:20:24
1477495521,10/26/2016 12:00:00 AM,05:25:21,1.2,45,30.4,31,162.9,6.75,06:21:00,17:52:00,2016-10-26 15:25:21
1477495819,10/26/2016 12:00:00 AM,05:30:19,1.22,45,30.4,32,170.97,6.75,06:21:00,17:52:00,2016-10-26 15:30:19
1477496118,10/26/2016 12:00:00 AM,05:35:18,1.19,45,30.4,32,170.73,7.87,06:21:00,17:52:00,2016-10-26 15:35:18
1477496417,10/26/2016 12:00:00 AM,05:40:17,1.23,45,30.41,32,172.97,6.75,06:21:00,17:52:00,2016-10-26 15:40:17
1477496721,10/26/2016 12:00:00 AM,05:45:21,1.21,45,30.4,31,157.03,11.25,06:21:00,17:52:00,2016-10-26 15:45:21
1477497020,10/26/2016 12:00:00 AM,05:50:20,1.23,45,30.41,28,175.11,4.5,06:21:00,17:52:00,2016-10-26 15:50:20
1477497319,10/26/2016 12:00:00 AM,05:55:19,1.24,45,30.41,30,149.88,5.62,06:21:00,17:52:00,2016-10-26 15:55:19
1477497617,10/26/2016 12:00:00 AM,06:00:17,1.21,45,30.41,31,153.62,7.87,06:21:00,17:52:00,2016-10-26 16:00:17
1477497918,10/26/2016 12:00:00 AM,06:05:18,1.2,46,30.41,30,197.01,7.87,06:21:00,17:52:00,2016-10-26 16:05:18
1477498221,10/26/2016 12:00:00 AM,06:10:21,2.08,45,30.41,28,156.56,7.87,06:21:00,17:52:00,2016-10-26 16:10:21
1477498522,10/26/2016 12:00:00 AM,06:15:22,3.75,46,30.41,30,186.05,6.75,06:21:00,17:52:00,2016-10-26 16:15:22
1477498817,10/26/2016 12:00:00 AM,06:20:17,5.89,46,30.41,29,186.51,7.87,06:21:00,17:52:00,2016-10-26 16:20:17
1477499117,10/26/2016 12:00:00 AM,06:25:17,8.12,46,30.41,29,175.14,9.0,06:21:00,17:52:00,2016-10-26 16:25:17
1477499417,10/26/2016 12:00:00 AM,06:30:17,10.21,46,30.41,29,163.9,5.62,06:21:00,17:52:00,2016-10-26 16:30:17
1477499721,10/26/2016 12:00:00 AM,06:35:21,12.38,46,30.42,28,189.6,5.62,06:21:00,17:52:00,2016-10-26 16:35:21
1477500019,10/26/2016 12:00:00 AM,06:40:19,14.16,47,30.42,29,167.44,6.75,06:21:00,17:52:00,2016-10-26 16:40:19
1477500318,10/26/2016 12:00:00 AM,06:45:18,15.64,47,30.42,27,177.17,5.62,06:21:00,17:52:00,2016-10-26 16:45:18
1477500617,10/26/2016 12:00:00 AM,06:50:17,16.97,48,30.42,28,188.14,6.75,06:21:00,17:52:00,2016-10-26 16:50:17
1477500920,10/26/2016 12:00:00 AM,06:55:20,18.18,48,30.42,29,171.46,6.75,06:21:00,17:52:00,2016-10-26 16:55:20
1477501219,10/26/2016 12:00:00 AM,07:00:19,19.17,48,30.42,28,187.21,9.0,06:21:00,17:52:00,2016-10-26 17:00:19
1477501518,10/26/2016 12:00:00 AM,07:05:18,20.02,48,30.42,28,177.11,7.87,06:21:00,17:52:00,2016-10-26 17:05:18
1477501820,10/26/2016 12:00:00 AM,07:10:20,20.8,49,30.42,27,167.2,6.75,06:21:00,17:52:00,2016-10-26 17:10:20
1477502117,10/26/2016 12:00:00 AM,07:15:17,21.52,49,30.42,26,176.46,6.75,06:21:00,17:52:00,2016-10-26 17:15:17
1477502421,10/26/2016 12:00:00 AM,07:20:21,22.08,50,30.43,24,182.41,6.75,06:21:00,17:52:00,2016-10-26 17:20:21
1477502717,10/26/2016 12:00:00 AM,07:25:17,23.91,50,30.42,25,177.94,6.75,06:21:00,17:52:00,2016-10-26 17:25:17
1477503020,10/26/2016 12:00:00 AM,07:30:20,201.27,51,30.42,24,185.1,6.75,06:21:00,17:52:00,2016-10-26 17:30:20
